id,type,text1,text2,text3,text4,text5,notes
rat_gilgamesh,SHIP,"An experimental phase-destroyer integrating some of the newest design concepts of the faction's lineup into its hull. The upgraded exogrid enables it to force an insane amount of energy into the ships central coil and break the laws of time on its own weaponry. To keep up with the intense amount of energy released from this system, the ship has additional afterburners installed on the exterior of its hull, due to their fragility however they are only exposed during the activation of its system.",,,,,
,,,,,,,
,,,,,,,
rat_hyper_dart,WEAPON,"The smaller version of its sibling, the ""H-Javelin"". Developed after the resounding success of its larger brother, made to be able to fulfill the same role on smaller phase-vessels.",,,,,
rat_hyper_javelin,WEAPON,"A unique weapon that integrates the exo-tech phase-grid into the weapons body. This results in a weapon that excels when combined with the power of a phasecloak, but is rather lackluster without.",,,,,
,,,,,,,
rat_moonlight_lance,WEAPON,"A weapon developed as a set with another. Originally made to be used on an experimental ship, but due to production delays, the weapon itself made it into the faction's doctrine much earlier. The beams particles overload even the toughest shields.",,,,,
rat_stardust_lance,WEAPON,"A weapon developed as a set with another. Originally made to be used on an experimental ship, but due to production delays, the weapon itself made it into the faction's doctrine much earlier. The plasma emitted melts even the strongest of hulls.",,,,,
,,,,,,,
rat_p_wave_launcher,WEAPON,An evolution of the integrated phase-grids found in other exo-tech weapons. Each warhead contains a small coil that is supercharged by the launchers body while moving through p-space.,,,,,
rat_starburst,WEAPON,"A swarm-type launcher designed to support the fleet's front-line from afar, its specs making it an active threat to opponents point-defense and shield systems.",,,,,
,,,,,,,
,,,,,,,
rat_arkas_launcher_left,WEAPON,"One of several tools assisting the Arkas-Class in its operation. The Callisto DEM enables more pressure against enemy shields, while the Arkas itself can quickly reposition to make advantage of this distraction.",,,,,
rat_arkas_launcher_right,WEAPON,"One of several tools assisting the Arkas-Class in its operation. The Callisto DEM enables more pressure against enemy shields, while the Arkas itself can quickly reposition to make advantage of this distraction.",,,,,
,,,,,,,
,,,,,,,
rat_arkas_system,SHIP_SYSTEM,"Creates two phantoms next to the ship. The Phantoms have the same hullmods and non-built-in weapons as the ship, can not be hit, and deal 50% less damage. The phantoms disappear after the shipsystem deactivates. Requires a moderate amount of flux to activate.",,"Creates two phantoms next to the ship. The Phantoms have the same hullmods and non-built-in weapons as the ship, can not be hit, and deal 50% less damage. The phantoms disappear after the shipsystem deactivates. Requires a moderate amount of flux to activate.",two | 50%,,
rat_leanira_system,SHIP_SYSTEM,"Warps an Apheidas-class gun-platform out of its hangar towards a nearby location of choice. This platform is fully refittable, but has limited propulsion. When deactivated or if the platform is about to be destroyed, it will phase back into the ship's hangar. While docked it will repair hull over time, and the cooldown until its next deployment increases based on how much it has to repair.",,"Warps an Apheidas-class gun-platform out of its hangar towards a nearby location of choice. This platform is fully refittable, but has limited propulsion. When deactivated or if the platform is about to be destroyed, it will phase back into the ship's hangar. While docked it will repair hull over time, and the cooldown until its next deployment increases based on how much it has to repair.",apheidas-class || hull || cooldown,,
rat_tylos_system,SHIP_SYSTEM,"This ship has a unique system allowing for two sets of components to exist within the same location in normal- and p-space. Activating the system briefly accelerates the ship and swaps the space all components inhibit, allowing the ship to switch between two refits while deployed in combat. Can be activated even when phased and functions like a a phase-cloak while active. The percentage of stored flux and remaining hull are shared between both states.",,"This ship has a unique system allowing for two sets of components to exist within the same location in normal- and p-space. Activating the system briefly accelerates the ship and swaps the space all components inhibit, allowing the ship to switch between two refits while deployed in combat. Can be activated even when phased and functions like a a phase-cloak while active. The percentage of stored flux and remaining hull are shared between both states.",swaps || refits || phased,,
rat_hypatia_system,SHIP_SYSTEM,"Moves the ship into phase-space, massively increases its speed and largely reduces its maneuverability. Toggling the system moves the ship back to its normal dimension. Ships controlled by the AI will most commonly use it if they are far removed from allied ships or if they receive a command to go to a specific location.",,"Moves the ship into phase-space, massively increases its speed and largely reduces its maneuverability. Toggling the system moves the ship back to its normal dimension. Ships controlled by the AI will most commonly use it if they are far removed from allied ships or if they receive a command to go to a specific location.",phase-space || speed,,
rat_thestia_system,SHIP_SYSTEM,"On activation, summons two aftershadows of every deployed fighter. The aftershadows have the same weapons as the original fighter, can not be hit and deal 40% less damage than their original. They don't share the same hullmods and can't use the fighters shipsystem. The aftershadows act independently of the fighters wing, and disappear after the system is deactivated.",,"On activation, summons two aftershadows of every deployed fighter. The aftershadows have the same weapons as the original fighter, can not be hit and deal 40% less damage than their original. They don't share the same hullmods and can't use the fighters shipsystem. The aftershadows act independently of the fighters wing, and disappear after the system is deactivated.",two || 40%,,
,,,,,,,
rat_gilgamesh_system,SHIP_SYSTEM,"Summons twelve gates that interface with the ships two synergy turret mounts. Each gate forms a connection to instances of the weapon in an alternate timeline, allowing them to fire through dimensions on to the ships current target. Most of the potential energy is lost during the dimensional hop, leaving most weapons to only deal 40% of their normal damage. Missile weapons meanwhile have their damage reduced to 30% instead, and receive a 25% range reduction. This system gets canceled if the ship enters phase.",,"Summons twelve gates that interface with the ships two synergy turret mounts. Each gate forms a connection to instances of the weapon in an alternate timeline, allowing them to fire through dimensions on to the ships current target. Most of the potential energy is lost during the dimensional hop, leaving most weapons to only deal 40% of their normal damage. Missile weapons meanwhile have their damage reduced to 30% instead, and receive a 25% range reduction. This system gets canceled if the ship enters phase.",twelve | two synergy turret mounts | 40% | 30% | 25% |This system gets canceled if the ship enters phase,,
,,,,,,,
,,,,,,,
rat_exo_processor,RESOURCE,A unique Alpha-level AI developed through hundreds of cycles of phase-simulation. This process made its communicative algorithms fall behind but enables much superior use of phase-spec ships in combat.,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
#Relics,,,,,,,
,,,,,,,
rat_neuro_core,RESOURCE,"An experimental alpha-core branch off that is able to detect and communicate with human brainwaves. It has chosen you as the target of its ""Partnership""",,,,,
,,,,,,,
rat_development_station,CUSTOM,"An abandoned station, its purpose was once to progress mankind's journey through the stars, being the host of many experimental space ship developments.",,,,,
,,,,,,,
rat_bioengineering_station,CUSTOM,"An abandoned research station, built to study biological engineering, far away from inhabited worlds. A cursory scan indicates that it has been cold and dead for tens of cycles at the very least, possibly hundreds. ",,,,,
rat_augmentation_station,CUSTOM,"An abandoned research station, built to study human augmentation, far away from inhabited worlds. A cursory scan indicates that it has been cold and dead for tens of cycles at the very least, possibly hundreds. ",,,,,
rat_neural_laboratory,CUSTOM,"An abandoned research station, built to study neural integration, far away from inhabited worlds. A cursory scan indicates that it has been cold and dead for tens of cycles at the very least, possibly hundreds. ",,,,,
,,,,,,,
rat_orbital_construction_station,CUSTOM,"Often used by less-reputable ship dealers pre-collapse, these stations can be used to construct craft at a rapid rate and with high efficiency. Notorious for using dubious feedstocks, such as 'lost' scrap or 'rebel' colonial buildings.",,,,,
rat_refurbishment_station,CUSTOM,"Used by the Domain to maintain patrols, this semi-autonomous station can be used to 'repair' ships up to minimal Domain specifications- something that is noticeably better than what is allowed with current construction methods.",,,,,
rat_cryochamber,CUSTOM,"A station used to keep select useful but dangerous individuals in proverbial storage until they are needed by the Domain. Self-destruct protocols ensure that only the Domain can retrieve them, but the defences may have degraded from lack of dutiful upkeep.",,,,,
rat_spatial_laboratory,CUSTOM,An abandoned station once used to study spatial anomalies and eventually repurposing them for the production of advanced tools.,,,,,
rat_medical_laboratory,CUSTOM,"An abandoned station once used for the the process of creating advanced human medicine. Some of it was done in philanthropic nature, much of it was sponsored for support in local conflicts. ",,,,,
rat_training_station,CUSTOM,"Temporal Training Facilities were a novel and often illegal way to train new recruits in record time, however instabilities with the systems often resulted in some officers spending far more time in the chambers than was safe for the human mind.",,,,,
rat_damaged_cryosleeper,CUSTOM,"This is one of the massive vessels of legend which transported millions of human emigrants from the core systems of the Domain out into the great frontiers stretching from the Sagittarius Arm across the Orion Spur. It appears to be damaged beyond repair, and recovery of the inhabitant sleepers is unlikely.",,,,,
,,,,,,,
,,,,,,,
rat_gravitational_dynamo,CUSTOM,"A type of megastructure once powering domain systems that could not harvest the power of a local star. While inferior to other power generation pre-Collapse, this gravitational dynamo far outscales post-collapse power generation methods.",,,,,
,,,,,,,
,,,,,,,
,,,,,,,
#Backgrounds,,,,,,,
rat_commander_station,CUSTOM,"A small station under your command, it may not seem like much, but holding its control gives access to tools not available to most spacers.",,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
#Joke Content,,,,,,,
rat_jeff_core,RESOURCE,"What at first seems to be just a rat, is actually the result of Tri-Tachyon AI Core research. They seem to have managed to integrate a shrunken gamma-core into a living being and connect it to its brain.
This seems to have given Jeff the required intelligence to become sentient. While he lacks the required organs to talk, he is more than happy to communicate through the comm network, and is according to himself, quite skilled at administrating colonies.",,,,,
